species	db	value	unity	value_used	category	id
Plectropomus_leopardus	EOL	26	years	9490	lifespan	Plectropomus_leopardus;EOL;lifespan
Plectropomus_leopardus	fishbase	26	years	9490	lifespan	Plectropomus_leopardus;fishbase;lifespan
Rhinopithecus_roxellana	ADW	26	year	9490	lifespan	Rhinopithecus_roxellana;ADW;lifespan
Scophthalmus_maximus	AnAge	26	years	9490	lifespan	Scophthalmus_maximus;AnAge;lifespan
Anas_platyrhynchos	ADW	316	month	9480	lifespan	Anas_platyrhynchos;ADW;lifespan
Panthera_tigris	EOL	315.6	months	9468	lifespan	Panthera_tigris;EOL;lifespan
Pandion_haliaetus	ADW	314	month	9420	lifespan	Pandion_haliaetus;ADW;lifespan
Nipponia_nippon	AnAge	25.8	years	9417	lifespan	Nipponia_nippon;AnAge;lifespan
Nipponia_nippon	EOL	25.8	years	9417	lifespan	Nipponia_nippon;EOL;lifespan
Nycticebus_coucang	AnAge	25.8	years	9417	lifespan	Nycticebus_coucang;AnAge;lifespan
Vicugna_pacos	AnAge	25.8	years	9417	lifespan	Vicugna_pacos;AnAge;lifespan
Vombatus_ursinus	EOL	313.2	months	9396	lifespan	Vombatus_ursinus;EOL;lifespan
Eudyptula_minor	ADW	25.6	year	9344	lifespan	Eudyptula_minor;ADW;lifespan
Sula_dactylatra	AnAge	25.5	years	9307.5	lifespan	Sula_dactylatra;AnAge;lifespan
Rissa_tridactyla	ADW	307	month	9210	lifespan	Rissa_tridactyla;ADW;lifespan
Sula_dactylatra	ADW	306	month	9180	lifespan	Sula_dactylatra;ADW;lifespan
Ptilonorhynchus_violaceus	AnAge	25.1	years	9161.5	lifespan	Ptilonorhynchus_violaceus;AnAge;lifespan
Balearica_regulorum	ADW	25	year	9125	lifespan	Balearica_regulorum;ADW;lifespan
Chiloscyllium_plagiosum	AnAge	25	years	9125	lifespan	Chiloscyllium_plagiosum;AnAge;lifespan
Chiloscyllium_plagiosum	EOL	25	years	9125	lifespan	Chiloscyllium_plagiosum;EOL;lifespan
Chiloscyllium_plagiosum	fishbase	25	years	9125	lifespan	Chiloscyllium_plagiosum;fishbase;lifespan
Clupea_harengus	fishbase	25	years	9125	lifespan	Clupea_harengus;fishbase;lifespan
Corvus_hawaiiensis	AnAge	25	years	9125	lifespan	Corvus_hawaiiensis;AnAge;lifespan
Corvus_hawaiiensis	EOL	25	years	9125	lifespan	Corvus_hawaiiensis;EOL;lifespan
Falco_cherrug	ADW	25	year	9125	lifespan	Falco_cherrug;ADW;lifespan
Falco_peregrinus	ADW	25	year	9125	lifespan	Falco_peregrinus;ADW;lifespan
Falco_peregrinus	AnAge	25	years	9125	lifespan	Falco_peregrinus;AnAge;lifespan
Gadus_morhua	AnAge	25	years	9125	lifespan	Gadus_morhua;AnAge;lifespan
Gadus_morhua	fishbase	25	years	9125	lifespan	Gadus_morhua;fishbase;lifespan
Hyaena_hyaena	AnAge	25	years	9125	lifespan	Hyaena_hyaena;AnAge;lifespan
Lamprotornis_superbus	AnAge	25	years	9125	lifespan	Lamprotornis_superbus;AnAge;lifespan
Pheucticus_melanocephalus	ADW	25	year	9125	lifespan	Pheucticus_melanocephalus;ADW;lifespan
Pheucticus_melanocephalus	AnAge	25	years	9125	lifespan	Pheucticus_melanocephalus;AnAge;lifespan
Rousettus_aegyptiacus	ADW	25	year	9125	lifespan	Rousettus_aegyptiacus;ADW;lifespan
Scophthalmus_maximus	EOL	25	years	9125	lifespan	Scophthalmus_maximus;EOL;lifespan
Scophthalmus_maximus	fishbase	25	years	9125	lifespan	Scophthalmus_maximus;fishbase;lifespan
Struthidea_cinerea	ADW	25	year	9125	lifespan	Struthidea_cinerea;ADW;lifespan
Struthidea_cinerea	AnAge	25	years	9125	lifespan	Struthidea_cinerea;AnAge;lifespan
Varanus_komodoensis	EOL	25	years	9125	lifespan	Varanus_komodoensis;EOL;lifespan
Papio_anubis	EOL	302.4	months	9072	lifespan	Papio_anubis;EOL;lifespan
Anseranas_semipalmata	AnAge	24.8	years	9052	lifespan	Anseranas_semipalmata;AnAge;lifespan
Cygnus_atratus	AnAge	24.7	years	9015.5	lifespan	Cygnus_atratus;AnAge;lifespan
Lagenorhynchus_obliquidens	EOL	300	months	9000	lifespan	Lagenorhynchus_obliquidens;EOL;lifespan
Leptonychotes_weddellii	EOL	300	months	9000	lifespan	Leptonychotes_weddellii;EOL;lifespan
Lontra_canadensis	EOL	300	months	9000	lifespan	Lontra_canadensis;EOL;lifespan
Mauremys_reevesii	AnAge	24.2	years	8833	lifespan	Mauremys_reevesii;AnAge;lifespan
Mauremys_reevesii	EOL	24.2	years	8833	lifespan	Mauremys_reevesii;EOL;lifespan
Gavia_stellata	AnAge	24	years	8760	lifespan	Gavia_stellata;AnAge;lifespan
Hyaena_hyaena	ADW	24	year	8760	lifespan	Hyaena_hyaena;ADW;lifespan
Ictalurus_punctatus	fishbase	24	years	8760	lifespan	Ictalurus_punctatus;fishbase;lifespan
Lipotes_vexillifer	ADW	24	year	8760	lifespan	Lipotes_vexillifer;ADW;lifespan
Lipotes_vexillifer	AnAge	24	years	8760	lifespan	Lipotes_vexillifer;AnAge;lifespan
Orycteropus_afer	ADW	24	year	8760	lifespan	Orycteropus_afer;ADW;lifespan
Salvelinus_fontinalis	ADW	24	year	8760	lifespan	Salvelinus_fontinalis;ADW;lifespan
Salvelinus_fontinalis	AnAge	24	years	8760	lifespan	Salvelinus_fontinalis;AnAge;lifespan
Salvelinus_fontinalis	fishbase	24	years	8760	lifespan	Salvelinus_fontinalis;fishbase;lifespan
Serinus_canaria	AnAge	24	years	8760	lifespan	Serinus_canaria;AnAge;lifespan
Serinus_canaria	EOL	24	years	8760	lifespan	Serinus_canaria;EOL;lifespan
Naja_naja	ADW	23.9	year	8723.5	lifespan	Naja_naja;ADW;lifespan
Hyaena_hyaena	EOL	288	months	8640	lifespan	Hyaena_hyaena;EOL;lifespan
Orycteropus_afer	EOL	288	months	8640	lifespan	Orycteropus_afer;EOL;lifespan
Sciurus_carolinensis	EOL	288	months	8640	lifespan	Sciurus_carolinensis;EOL;lifespan
Sciurus_carolinensis	ADW	23.6	year	8614	lifespan	Sciurus_carolinensis;ADW;lifespan
Sciurus_carolinensis	AnAge	23.6	years	8614	lifespan	Sciurus_carolinensis;AnAge;lifespan
Castor_canadensis	AnAge	23.4	years	8541	lifespan	Castor_canadensis;AnAge;lifespan
Anguilla_anguilla	fishbase	23	years	8395	lifespan	Anguilla_anguilla;fishbase;lifespan
Dasypus_novemcinctus	ADW	23	year	8395	lifespan	Dasypus_novemcinctus;ADW;lifespan
Enhydra_lutris	ADW	23	year	8395	lifespan	Enhydra_lutris;ADW;lifespan
Gavia_stellata	ADW	23	year	8395	lifespan	Gavia_stellata;ADW;lifespan
Leopardus_geoffroyi	AnAge	23	years	8395	lifespan	Leopardus_geoffroyi;AnAge;lifespan
Megadyptes_antipodes	ADW	23	year	8395	lifespan	Megadyptes_antipodes;ADW;lifespan
Micropterus_salmoides	ADW	23	year	8395	lifespan	Micropterus_salmoides;ADW;lifespan
Micropterus_salmoides	AnAge	23	years	8395	lifespan	Micropterus_salmoides;AnAge;lifespan
Micropterus_salmoides	fishbase	23	years	8395	lifespan	Micropterus_salmoides;fishbase;lifespan
Odocoileus_virginianus	ADW	23	year	8395	lifespan	Odocoileus_virginianus;ADW;lifespan
Odocoileus_virginianus	AnAge	23	years	8395	lifespan	Odocoileus_virginianus;AnAge;lifespan
Rhinopithecus_bieti	ADW	23	year	8395	lifespan	Rhinopithecus_bieti;ADW;lifespan
Rousettus_aegyptiacus	AnAge	22.9	years	8358.5	lifespan	Rousettus_aegyptiacus;AnAge;lifespan
Sturnus_vulgaris	AnAge	22.9	years	8358.5	lifespan	Sturnus_vulgaris;AnAge;lifespan
Callithrix_jacchus	AnAge	22.8	years	8322	lifespan	Callithrix_jacchus;AnAge;lifespan
Crotalus_adamanteus	AnAge	22.8	years	8322	lifespan	Crotalus_adamanteus;AnAge;lifespan
Crotalus_adamanteus	EOL	22.8	years	8322	lifespan	Crotalus_adamanteus;EOL;lifespan
Ovis_aries	ADW	22.8	year	8322	lifespan	Ovis_aries;ADW;lifespan
Ovis_aries	AnAge	22.8	years	8322	lifespan	Ovis_aries;AnAge;lifespan
Crotalus_adamanteus	ADW	22.75	year	8303.75	lifespan	Crotalus_adamanteus;ADW;lifespan
Mirounga_leonina	EOL	276	months	8280	lifespan	Mirounga_leonina;EOL;lifespan
Odocoileus_virginianus	EOL	276	months	8280	lifespan	Odocoileus_virginianus;EOL;lifespan
Panthera_pardus	EOL	276	months	8280	lifespan	Panthera_pardus;EOL;lifespan
Ornithorhynchus_anatinus	AnAge	22.6	years	8249	lifespan	Ornithorhynchus_anatinus;AnAge;lifespan
Rousettus_aegyptiacus	EOL	274.8	months	8244	lifespan	Rousettus_aegyptiacus;EOL;lifespan
Ophiophagus_hannah	AnAge	22.5	years	8212.5	lifespan	Ophiophagus_hannah;AnAge;lifespan
Ophiophagus_hannah	EOL	22.5	years	8212.5	lifespan	Ophiophagus_hannah;EOL;lifespan
Arenaria_interpres	AnAge	22.3	years	8139.5	lifespan	Arenaria_interpres;AnAge;lifespan
Dasypus_novemcinctus	AnAge	22.3	years	8139.5	lifespan	Dasypus_novemcinctus;AnAge;lifespan
Egretta_garzetta	AnAge	22.3	years	8139.5	lifespan	Egretta_garzetta;AnAge;lifespan
Egretta_garzetta	EOL	22.3	years	8139.5	lifespan	Egretta_garzetta;EOL;lifespan
Mauremys_mutica	AnAge	22.1	years	8066.5	lifespan	Mauremys_mutica;AnAge;lifespan
Mauremys_mutica	EOL	22.1	years	8066.5	lifespan	Mauremys_mutica;EOL;lifespan
Phascolarctos_cinereus	AnAge	22.1	years	8066.5	lifespan	Phascolarctos_cinereus;AnAge;lifespan
Accipiter_gentilis	AnAge	22	years	8030	lifespan	Accipiter_gentilis;AnAge;lifespan
Capra_hircus	ADW	22	year	8030	lifespan	Capra_hircus;ADW;lifespan
Clupea_harengus	ADW	22	year	8030	lifespan	Clupea_harengus;ADW;lifespan
Clupea_harengus	AnAge	22	years	8030	lifespan	Clupea_harengus;AnAge;lifespan
Electrophorus_electricus	ADW	22	year	8030	lifespan	Electrophorus_electricus;ADW;lifespan
Lutra_lutra	ADW	22	year	8030	lifespan	Lutra_lutra;ADW;lifespan
Myotis_myotis	ADW	22	year	8030	lifespan	Myotis_myotis;ADW;lifespan
Pecten_maximus	EOL	22	years	8030	lifespan	Pecten_maximus;EOL;lifespan
Perca_fluviatilis	AnAge	22	years	8030	lifespan	Perca_fluviatilis;AnAge;lifespan
Perca_fluviatilis	EOL	22	years	8030	lifespan	Perca_fluviatilis;EOL;lifespan
Perca_fluviatilis	fishbase	22	years	8030	lifespan	Perca_fluviatilis;fishbase;lifespan
Phalacrocorax_carbo	ADW	22	year	8030	lifespan	Phalacrocorax_carbo;ADW;lifespan
Budorcas_taxicolor	AnAge	21.9	years	7993.5	lifespan	Budorcas_taxicolor;AnAge;lifespan
Rangifer_tarandus	AnAge	21.8	years	7957	lifespan	Rangifer_tarandus;AnAge;lifespan
Lutra_lutra	EOL	264	months	7920	lifespan	Lutra_lutra;EOL;lifespan
Myotis_myotis	EOL	264	months	7920	lifespan	Myotis_myotis;EOL;lifespan
Ornithorhynchus_anatinus	EOL	264	months	7920	lifespan	Ornithorhynchus_anatinus;EOL;lifespan
Vulpes_vulpes	AnAge	21.3	years	7774.5	lifespan	Vulpes_vulpes;AnAge;lifespan
Marmota_flaviventris	AnAge	21.2	years	7738	lifespan	Marmota_flaviventris;AnAge;lifespan
Apus_apus	AnAge	21.1	years	7701.5	lifespan	Apus_apus;AnAge;lifespan
Apus_apus	ADW	21	year	7665	lifespan	Apus_apus;ADW;lifespan
Ctenopharyngodon_idella	AnAge	21	years	7665	lifespan	Ctenopharyngodon_idella;AnAge;lifespan
Ctenopharyngodon_idella	EOL	21	years	7665	lifespan	Ctenopharyngodon_idella;EOL;lifespan
Ctenopharyngodon_idella	fishbase	21	years	7665	lifespan	Ctenopharyngodon_idella;fishbase;lifespan
Ictalurus_furcatus	AnAge	21	years	7665	lifespan	Ictalurus_furcatus;AnAge;lifespan
Ictalurus_furcatus	fishbase	21	years	7665	lifespan	Ictalurus_furcatus;fishbase;lifespan
Lontra_canadensis	ADW	21	year	7665	lifespan	Lontra_canadensis;ADW;lifespan
Melopsittacus_undulatus	ADW	21	year	7665	lifespan	Melopsittacus_undulatus;ADW;lifespan
Melopsittacus_undulatus	AnAge	21	years	7665	lifespan	Melopsittacus_undulatus;AnAge;lifespan
Pontoporia_blainvillei	ADW	21	year	7665	lifespan	Pontoporia_blainvillei;ADW;lifespan
Phacochoerus_africanus	ADW	20.9	year	7628.5	lifespan	Phacochoerus_africanus;ADW;lifespan
Pteropus_vampyrus	AnAge	20.9	years	7628.5	lifespan	Pteropus_vampyrus;AnAge;lifespan
Capra_hircus	AnAge	20.8	years	7592	lifespan	Capra_hircus;AnAge;lifespan
Cathartes_aura	AnAge	20.8	years	7592	lifespan	Cathartes_aura;AnAge;lifespan
Sus_scrofa	EOL	252	months	7560	lifespan	Sus_scrofa;EOL;lifespan
Canis_lupus	AnAge	20.6	years	7519	lifespan	Canis_lupus;AnAge;lifespan
Suricata_suricatta	ADW	20.6	year	7519	lifespan	Suricata_suricatta;ADW;lifespan
Suricata_suricatta	AnAge	20.6	years	7519	lifespan	Suricata_suricatta;AnAge;lifespan
Capra_hircus	EOL	249.6	months	7488	lifespan	Capra_hircus;EOL;lifespan
Acinonyx_jubatus	AnAge	20.5	years	7482.5	lifespan	Acinonyx_jubatus;AnAge;lifespan
Caloenas_nicobarica	AnAge	20.5	years	7482.5	lifespan	Caloenas_nicobarica;AnAge;lifespan
Caloenas_nicobarica	EOL	20.5	years	7482.5	lifespan	Caloenas_nicobarica;EOL;lifespan
Pteropus_alecto	AnAge	20.3	years	7409.5	lifespan	Pteropus_alecto;AnAge;lifespan
Rangifer_tarandus	ADW	20.2	year	7373	lifespan	Rangifer_tarandus;ADW;lifespan
Rynchops_niger	AnAge	20.2	years	7373	lifespan	Rynchops_niger;AnAge;lifespan
Oryx_dammah	EOL	245.04	months	7351.2	lifespan	Oryx_dammah;EOL;lifespan
Mirounga_angustirostris	EOL	243.5	months	7305	lifespan	Mirounga_angustirostris;EOL;lifespan
Acipenser_ruthenus	EOL	20	years	7300	lifespan	Acipenser_ruthenus;EOL;lifespan
Acipenser_ruthenus	fishbase	20	years	7300	lifespan	Acipenser_ruthenus;fishbase;lifespan
Agelaius_phoeniceus	ADW	20	year	7300	lifespan	Agelaius_phoeniceus;ADW;lifespan
Agelaius_phoeniceus	AnAge	20	years	7300	lifespan	Agelaius_phoeniceus;AnAge;lifespan
Albula_goreensis	ADW	20	year	7300	lifespan	Albula_goreensis;ADW;lifespan
Bombina_bombina	AnAge	20	years	7300	lifespan	Bombina_bombina;AnAge;lifespan
Bombina_bombina	EOL	20	years	7300	lifespan	Bombina_bombina;EOL;lifespan
Bos_taurus	ADW	20	year	7300	lifespan	Bos_taurus;ADW;lifespan
Bos_taurus	AnAge	20	years	7300	lifespan	Bos_taurus;AnAge;lifespan
Bothrops_jararaca	ADW	20	year	7300	lifespan	Bothrops_jararaca;ADW;lifespan
Canis_lupus	ADW	20	year	7300	lifespan	Canis_lupus;ADW;lifespan
Castor_canadensis	ADW	20	year	7300	lifespan	Castor_canadensis;ADW;lifespan
Corvus_brachyrhynchos	AnAge	20	years	7300	lifespan	Corvus_brachyrhynchos;AnAge;lifespan
Dromaius_novaehollandiae	ADW	20	year	7300	lifespan	Dromaius_novaehollandiae;ADW;lifespan
Eudyptes_schlegeli	ADW	20	year	7300	lifespan	Eudyptes_schlegeli;ADW;lifespan
Gadus_morhua	ADW	20	year	7300	lifespan	Gadus_morhua;ADW;lifespan
Lottia_gigantea	ADW	20	year	7300	lifespan	Lottia_gigantea;ADW;lifespan
Mirounga_leonina	ADW	20	year	7300	lifespan	Mirounga_leonina;ADW;lifespan
Otolemur_garnettii	AnAge	20	years	7300	lifespan	Otolemur_garnettii;AnAge;lifespan
Ovis_ammon	ADW	20	year	7300	lifespan	Ovis_ammon;ADW;lifespan
Oxyura_jamaicensis	AnAge	20	years	7300	lifespan	Oxyura_jamaicensis;AnAge;lifespan
Paragonimus_westermani	ADW	20	year	7300	lifespan	Paragonimus_westermani;ADW;lifespan
Phascolarctos_cinereus	ADW	20	year	7300	lifespan	Phascolarctos_cinereus;ADW;lifespan
Prionailurus_bengalensis	ADW	20	year	7300	lifespan	Prionailurus_bengalensis;ADW;lifespan
Puma_concolor	ADW	20	year	7300	lifespan	Puma_concolor;ADW;lifespan
Rynchops_niger	ADW	20	year	7300	lifespan	Rynchops_niger;ADW;lifespan
Strongylocentrotus_purpuratus	ADW	20	year	7300	lifespan	Strongylocentrotus_purpuratus;ADW;lifespan
Thamnophis_sirtalis	ADW	20	year	7300	lifespan	Thamnophis_sirtalis;ADW;lifespan
Thunnus_maccoyii	AnAge	20	years	7300	lifespan	Thunnus_maccoyii;AnAge;lifespan
Thunnus_maccoyii	EOL	20	years	7300	lifespan	Thunnus_maccoyii;EOL;lifespan
Thunnus_maccoyii	fishbase	20	years	7300	lifespan	Thunnus_maccoyii;fishbase;lifespan
Xenopus_laevis	ADW	20	year	7300	lifespan	Xenopus_laevis;ADW;lifespan
Rangifer_tarandus	EOL	242.4	months	7272	lifespan	Rangifer_tarandus;EOL;lifespan
Accipiter_gentilis	ADW	19.8	year	7227	lifespan	Accipiter_gentilis;ADW;lifespan
Arenaria_interpres	ADW	19.75	year	7208.75	lifespan	Arenaria_interpres;ADW;lifespan
Bos_taurus	EOL	240	months	7200	lifespan	Bos_taurus;EOL;lifespan
Eptesicus_fuscus	EOL	240	months	7200	lifespan	Eptesicus_fuscus;EOL;lifespan
Phascolarctos_cinereus	EOL	240	months	7200	lifespan	Phascolarctos_cinereus;EOL;lifespan
Puma_concolor	EOL	240	months	7200	lifespan	Puma_concolor;EOL;lifespan
Pteropus_alecto	ADW	19.7	year	7190.5	lifespan	Pteropus_alecto;ADW;lifespan
Desmodus_rotundus	ADW	19.5	year	7117.5	lifespan	Desmodus_rotundus;ADW;lifespan
Gulo_gulo	AnAge	19.5	years	7117.5	lifespan	Gulo_gulo;AnAge;lifespan
Budorcas_taxicolor	EOL	234.96	months	7048.8	lifespan	Budorcas_taxicolor;EOL;lifespan
Desmodus_rotundus	EOL	234	months	7020	lifespan	Desmodus_rotundus;EOL;lifespan
Artibeus_jamaicensis	AnAge	19.2	years	7008	lifespan	Artibeus_jamaicensis;AnAge;lifespan
Podiceps_cristatus	AnAge	19.2	years	7008	lifespan	Podiceps_cristatus;AnAge;lifespan
Acinonyx_jubatus	ADW	19	year	6935	lifespan	Acinonyx_jubatus;ADW;lifespan
Chionoecetes_opilio	ADW	19	year	6935	lifespan	Chionoecetes_opilio;ADW;lifespan
Echinops_telfairi	AnAge	19	years	6935	lifespan	Echinops_telfairi;AnAge;lifespan
Eptesicus_fuscus	ADW	19	year	6935	lifespan	Eptesicus_fuscus;ADW;lifespan
Eptesicus_fuscus	AnAge	19	years	6935	lifespan	Eptesicus_fuscus;AnAge;lifespan
Meles_meles	ADW	19	year	6935	lifespan	Meles_meles;ADW;lifespan
Ovis_aries	EOL	230.04	months	6901.2	lifespan	Ovis_aries;EOL;lifespan
Muntiacus_muntjak	AnAge	18.8	years	6862	lifespan	Muntiacus_muntjak;AnAge;lifespan
Acinonyx_jubatus	EOL	228	months	6840	lifespan	Acinonyx_jubatus;EOL;lifespan
Meles_meles	AnAge	18.6	years	6789	lifespan	Meles_meles;AnAge;lifespan
Puma_yagouaroundi	AnAge	18.6	years	6789	lifespan	Puma_yagouaroundi;AnAge;lifespan
Sagittarius_serpentarius	ADW	18.6	year	6789	lifespan	Sagittarius_serpentarius;ADW;lifespan
Patagioenas_fasciata	AnAge	18.5	years	6752.5	lifespan	Patagioenas_fasciata;AnAge;lifespan
Patagioenas_fasciata	EOL	18.5	years	6752.5	lifespan	Patagioenas_fasciata;EOL;lifespan
Lutra_lutra	AnAge	18.2	years	6643	lifespan	Lutra_lutra;AnAge;lifespan
Microcebus_murinus	AnAge	18.2	years	6643	lifespan	Microcebus_murinus;AnAge;lifespan
Gulo_gulo	ADW	18	year	6570	lifespan	Gulo_gulo;ADW;lifespan
Lepisosteus_oculatus	ADW	18	year	6570	lifespan	Lepisosteus_oculatus;ADW;lifespan
Lepisosteus_oculatus	AnAge	18	years	6570	lifespan	Lepisosteus_oculatus;AnAge;lifespan
Lepisosteus_oculatus	fishbase	18	years	6570	lifespan	Lepisosteus_oculatus;fishbase;lifespan
Marmota_marmota	ADW	18	year	6570	lifespan	Marmota_marmota;ADW;lifespan
Mirounga_angustirostris	ADW	18	year	6570	lifespan	Mirounga_angustirostris;ADW;lifespan
Phasianus_colchicus	ADW	18	year	6570	lifespan	Phasianus_colchicus;ADW;lifespan
Phyllostomus_hastatus	ADW	18	year	6570	lifespan	Phyllostomus_hastatus;ADW;lifespan
Phyllostomus_hastatus	AnAge	18	years	6570	lifespan	Phyllostomus_hastatus;AnAge;lifespan
Protopterus_annectens	AnAge	18	years	6570	lifespan	Protopterus_annectens;AnAge;lifespan
Protopterus_annectens	EOL	18	years	6570	lifespan	Protopterus_annectens;EOL;lifespan
Scomber_japonicus	AnAge	18	years	6570	lifespan	Scomber_japonicus;AnAge;lifespan
Scomber_japonicus	EOL	18	years	6570	lifespan	Scomber_japonicus;EOL;lifespan
Scomber_japonicus	fishbase	18	years	6570	lifespan	Scomber_japonicus;fishbase;lifespan
Menura_novaehollandiae	AnAge	17.9	years	6533.5	lifespan	Menura_novaehollandiae;AnAge;lifespan
Thamnophis_elegans	AnAge	17.8	years	6497	lifespan	Thamnophis_elegans;AnAge;lifespan
Gulo_gulo	EOL	216	months	6480	lifespan	Gulo_gulo;EOL;lifespan
Marmota_marmota	EOL	216	months	6480	lifespan	Marmota_marmota;EOL;lifespan
Oryctolagus_cuniculus	EOL	216	months	6480	lifespan	Oryctolagus_cuniculus;EOL;lifespan
Muntiacus_muntjak	ADW	17.6	year	6424	lifespan	Muntiacus_muntjak;ADW;lifespan
Marmota_marmota	AnAge	17.4	years	6351	lifespan	Marmota_marmota;AnAge;lifespan
Muntiacus_muntjak	EOL	211.2	months	6336	lifespan	Muntiacus_muntjak;EOL;lifespan
Chinchilla_lanigera	AnAge	17.2	years	6278	lifespan	Chinchilla_lanigera;AnAge;lifespan
Prionailurus_viverrinus	AnAge	17.2	years	6278	lifespan	Prionailurus_viverrinus;AnAge;lifespan
Ophiophagus_hannah	ADW	17.1	year	6241.5	lifespan	Ophiophagus_hannah;ADW;lifespan
Cathartes_aura	ADW	17	year	6205	lifespan	Cathartes_aura;ADW;lifespan
Merops_nubicus	ADW	17	year	6205	lifespan	Merops_nubicus;ADW;lifespan
Ornithorhynchus_anatinus	ADW	17	year	6205	lifespan	Ornithorhynchus_anatinus;ADW;lifespan
Prionailurus_bengalensis	AnAge	17	years	6205	lifespan	Prionailurus_bengalensis;AnAge;lifespan
Sander_lucioperca	EOL	17	years	6205	lifespan	Sander_lucioperca;EOL;lifespan
Sander_lucioperca	fishbase	17	years	6205	lifespan	Sander_lucioperca;fishbase;lifespan
Molothrus_ater	ADW	16.9	year	6168.5	lifespan	Molothrus_ater;ADW;lifespan
Molothrus_ater	AnAge	16.9	years	6168.5	lifespan	Molothrus_ater;AnAge;lifespan
Callithrix_jacchus	ADW	16.8	year	6132	lifespan	Callithrix_jacchus;ADW;lifespan
Corvus_cornix	AnAge	16.8	years	6132	lifespan	Corvus_cornix;AnAge;lifespan
Corvus_cornix	EOL	16.8	years	6132	lifespan	Corvus_cornix;EOL;lifespan
Harpia_harpyja	AnAge	16.8	years	6132	lifespan	Harpia_harpyja;AnAge;lifespan
Ovis_ammon	AnAge	16.8	years	6132	lifespan	Ovis_ammon;AnAge;lifespan
Otolemur_garnettii	EOL	204	months	6120	lifespan	Otolemur_garnettii;EOL;lifespan
Dromaius_novaehollandiae	AnAge	16.6	years	6059	lifespan	Dromaius_novaehollandiae;AnAge;lifespan
Nyctereutes_procyonoides	AnAge	16.6	years	6059	lifespan	Nyctereutes_procyonoides;AnAge;lifespan
Callithrix_jacchus	EOL	201.6	months	6048	lifespan	Callithrix_jacchus;EOL;lifespan
Orthonyx_spaldingii	AnAge	16.5	years	6022.5	lifespan	Orthonyx_spaldingii;AnAge;lifespan
Anhinga_anhinga	ADW	16.4	year	5986	lifespan	Anhinga_anhinga;ADW;lifespan
Anhinga_anhinga	AnAge	16.4	years	5986	lifespan	Anhinga_anhinga;AnAge;lifespan
Vulpes_lagopus	ADW	16.3	year	5949.5	lifespan	Vulpes_lagopus;ADW;lifespan
Vulpes_lagopus	AnAge	16.3	years	5949.5	lifespan	Vulpes_lagopus;AnAge;lifespan
Clarias_magur	ADW	16.2	year	5913	lifespan	Clarias_magur;ADW;lifespan
Loxia_curvirostra	AnAge	16.1	years	5876.5	lifespan	Loxia_curvirostra;AnAge;lifespan
Acanthaster_planci	ADW	16	year	5840	lifespan	Acanthaster_planci;ADW;lifespan
Amblyraja_radiata	AnAge	16	years	5840	lifespan	Amblyraja_radiata;AnAge;lifespan
Carlito_syrichta	AnAge	16	years	5840	lifespan	Carlito_syrichta;AnAge;lifespan
Hirundo_rustica	AnAge	16	years	5840	lifespan	Hirundo_rustica;AnAge;lifespan
Ictalurus_punctatus	AnAge	16	years	5840	lifespan	Ictalurus_punctatus;AnAge;lifespan
Leopardus_geoffroyi	ADW	16	year	5840	lifespan	Leopardus_geoffroyi;ADW;lifespan
Lithobates_catesbeianus	ADW	16	year	5840	lifespan	Lithobates_catesbeianus;ADW;lifespan
Lithobates_catesbeianus	AnAge	16	years	5840	lifespan	Lithobates_catesbeianus;AnAge;lifespan
Mugil_cephalus	AnAge	16	years	5840	lifespan	Mugil_cephalus;AnAge;lifespan
Mugil_cephalus	fishbase	16	years	5840	lifespan	Mugil_cephalus;fishbase;lifespan
Ostrea_edulis	AnAge	16	years	5840	lifespan	Ostrea_edulis;AnAge;lifespan
Pygoscelis_adeliae	ADW	16	year	5840	lifespan	Pygoscelis_adeliae;ADW;lifespan
Sander_lucioperca	AnAge	16	years	5840	lifespan	Sander_lucioperca;AnAge;lifespan
Meles_meles	EOL	194.4	months	5832	lifespan	Meles_meles;EOL;lifespan
Falco_cherrug	AnAge	15.9	years	5803.5	lifespan	Falco_cherrug;AnAge;lifespan
Trichosurus_vulpecula	AnAge	15.9	years	5803.5	lifespan	Trichosurus_vulpecula;AnAge;lifespan
Aphelocoma_coerulescens	ADW	15.8	year	5767	lifespan	Aphelocoma_coerulescens;ADW;lifespan
Budorcas_taxicolor	ADW	15.8	year	5767	lifespan	Budorcas_taxicolor;ADW;lifespan
Eudyptes_schlegeli	AnAge	15.8	years	5767	lifespan	Eudyptes_schlegeli;AnAge;lifespan
Pontoporia_blainvillei	EOL	192	months	5760	lifespan	Pontoporia_blainvillei;EOL;lifespan
Otolemur_garnettii	ADW	15.7	year	5730.5	lifespan	Otolemur_garnettii;ADW;lifespan
Microcebus_murinus	ADW	15.5	year	5657.5	lifespan	Microcebus_murinus;ADW;lifespan
Parus_major	AnAge	15.4	years	5621	lifespan	Parus_major;AnAge;lifespan
Parus_major	EOL	15.4	years	5621	lifespan	Parus_major;EOL;lifespan
Crotalus_tigris	AnAge	15.3	years	5584.5	lifespan	Crotalus_tigris;AnAge;lifespan
Microcebus_murinus	EOL	186	months	5580	lifespan	Microcebus_murinus;EOL;lifespan
Sturnus_vulgaris	ADW	183	month	5490	lifespan	Sturnus_vulgaris;ADW;lifespan
